message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.565991])";"30";"turtle3";"1726388254.224469602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.597694])";"30";"turtle3";"1726388254.240689189";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.629397])";"30";"turtle3";"1726388254.256962765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.661100])";"30";"turtle3";"1726388254.272282465";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.692803])";"30";"turtle3";"1726388254.288546492";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.724506])";"30";"turtle3";"1726388254.304702121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.756208])";"30";"turtle3";"1726388254.320017894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.787911])";"30";"turtle3";"1726388254.335869254";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.819614])";"30";"turtle3";"1726388254.352769653";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.851317])";"30";"turtle3";"1726388254.368781679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.883020])";"30";"turtle3";"1726388254.383984205";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.914723])";"30";"turtle3";"1726388254.400193698";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.946425])";"30";"turtle3";"1726388254.416015534";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=10.978128])";"30";"turtle3";"1726388254.432038403";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.009831])";"30";"turtle3";"1726388254.447986738";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.041534])";"30";"turtle3";"1726388254.464301521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.073237])";"30";"turtle3";"1726388254.480660381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.104940])";"30";"turtle3";"1726388254.496168495";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.624971497";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.608478505";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.592022240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.576579970";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.560139818";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.544783921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.528228404";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=11.120592])";"30";"turtle3";"1726388254.512484663";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.297878])";"30";"turtle3";"1726388253.585051985";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.329581])";"30";"turtle3";"1726388253.600720903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.361284])";"30";"turtle3";"1726388253.616942246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.392987])";"30";"turtle3";"1726388253.632052356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.424690])";"30";"turtle3";"1726388253.648545583";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.456392])";"30";"turtle3";"1726388253.664666333";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.488095])";"30";"turtle3";"1726388253.680670880";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.519798])";"30";"turtle3";"1726388253.696612803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.551501])";"30";"turtle3";"1726388253.712618341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.583204])";"30";"turtle3";"1726388253.728762525";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.614907])";"30";"turtle3";"1726388253.744982752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.646609])";"30";"turtle3";"1726388253.760014692";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.678312])";"30";"turtle3";"1726388253.776429624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.710015])";"30";"turtle3";"1726388253.792568647";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.741718])";"30";"turtle3";"1726388253.808390674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.773421])";"30";"turtle3";"1726388253.824186066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.805123])";"30";"turtle3";"1726388253.840560993";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.836826])";"30";"turtle3";"1726388253.857032628";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.868529])";"30";"turtle3";"1726388253.872516307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.900232])";"30";"turtle3";"1726388253.888172940";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.931935])";"30";"turtle3";"1726388253.904977959";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.963638])";"30";"turtle3";"1726388253.920639426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.004351, y=9.995340])";"30";"turtle3";"1726388253.936165427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.012182])";"30";"turtle1";"1726388254.002618994";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.023948])";"30";"turtle2";"1726388254.008374009";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.043729])";"30";"turtle1";"1726388254.018780867";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.055495])";"30";"turtle2";"1726388254.024363445";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.075277])";"30";"turtle1";"1726388254.035052973";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.087043])";"30";"turtle2";"1726388254.040322370";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.106824])";"30";"turtle1";"1726388254.051171375";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.118590])";"30";"turtle2";"1726388254.056334325";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.138371])";"30";"turtle1";"1726388254.066356199";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.150138])";"30";"turtle2";"1726388254.072304097";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.169919])";"30";"turtle1";"1726388254.083352610";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.181685])";"30";"turtle2";"1726388254.089162045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.201466])";"30";"turtle1";"1726388254.098452097";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.213232])";"30";"turtle2";"1726388254.105058548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.233014])";"30";"turtle1";"1726388254.115422151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.244780])";"30";"turtle2";"1726388254.121160923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.264561])";"30";"turtle1";"1726388254.130822875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.276327])";"30";"turtle2";"1726388254.137347326";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.296108])";"30";"turtle1";"1726388254.146895425";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.307875])";"30";"turtle2";"1726388254.152507906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.327656])";"30";"turtle1";"1726388254.163022816";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.339422])";"30";"turtle2";"1726388254.168818205";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.359203])";"30";"turtle1";"1726388254.179142959";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.370969])";"30";"turtle2";"1726388254.185207195";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.390751])";"30";"turtle1";"1726388254.195356923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.402517])";"30";"turtle2";"1726388254.200576299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.422298])";"30";"turtle1";"1726388254.210499818";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.434064])";"30";"turtle2";"1726388254.216461898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.453845])";"30";"turtle1";"1726388254.226686661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.465611])";"30";"turtle2";"1726388254.232672749";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.485393])";"30";"turtle1";"1726388254.242906429";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.497159])";"30";"turtle2";"1726388254.249041649";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.516940])";"30";"turtle1";"1726388254.259003337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.528706])";"30";"turtle2";"1726388254.265292594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.548488])";"30";"turtle1";"1726388254.275234966";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.560254])";"30";"turtle2";"1726388254.280576865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.580035])";"30";"turtle1";"1726388254.290555714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.591801])";"30";"turtle2";"1726388254.296774342";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.611582])";"30";"turtle1";"1726388254.306787168";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.623348])";"30";"turtle2";"1726388254.313019374";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.643130])";"30";"turtle1";"1726388254.323021349";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.654896])";"30";"turtle2";"1726388254.328894211";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.674677])";"30";"turtle1";"1726388254.338962236";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.686443])";"30";"turtle2";"1726388254.344798867";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.706225])";"30";"turtle1";"1726388254.354837997";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.717991])";"30";"turtle2";"1726388254.360723095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.737772])";"30";"turtle1";"1726388254.371020020";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.749538])";"30";"turtle2";"1726388254.376688929";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.769319])";"30";"turtle1";"1726388254.387114737";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.781085])";"30";"turtle2";"1726388254.392908608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.800867])";"30";"turtle1";"1726388254.403419555";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.812633])";"30";"turtle2";"1726388254.408981389";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.832414])";"30";"turtle1";"1726388254.418517230";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.844180])";"30";"turtle2";"1726388254.424816970";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.863962])";"30";"turtle1";"1726388254.435185450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.875728])";"30";"turtle2";"1726388254.440732300";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.895509])";"30";"turtle1";"1726388254.451355554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.907275])";"30";"turtle2";"1726388254.456955498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.927056])";"30";"turtle1";"1726388254.467273509";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.938822])";"30";"turtle2";"1726388254.473048038";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.958604])";"30";"turtle1";"1726388254.482550468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.970370])";"30";"turtle2";"1726388254.489172787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=10.990151])";"30";"turtle1";"1726388254.499008264";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.001917])";"30";"turtle2";"1726388254.505108887";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.021698])";"30";"turtle1";"1726388254.515172319";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.033465])";"30";"turtle2";"1726388254.521341074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.053246])";"30";"turtle1";"1726388254.530684919";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.065012])";"30";"turtle2";"1726388254.536467553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.084793])";"30";"turtle1";"1726388254.546672471";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.096559])";"30";"turtle2";"1726388254.553114834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.116341])";"30";"turtle1";"1726388254.562639447";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle1";"1726388254.626595305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle2";"1726388254.616454154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle1";"1726388254.611264961";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle2";"1726388254.601033399";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle1";"1726388254.594855350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle2";"1726388254.584609750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle1";"1726388254.578487156";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=11.120437])";"30";"turtle2";"1726388254.569144923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.172168])";"30";"turtle2";"1726388253.577022957";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.191950])";"30";"turtle1";"1726388253.586800045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.203716])";"30";"turtle2";"1726388253.593384913";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.223497])";"30";"turtle1";"1726388253.602945955";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.235263])";"30";"turtle2";"1726388253.608660559";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.255044])";"30";"turtle1";"1726388253.618994162";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.266811])";"30";"turtle2";"1726388253.624882404";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.286592])";"30";"turtle1";"1726388253.634568440";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.298358])";"30";"turtle2";"1726388253.640798921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.318139])";"30";"turtle1";"1726388253.651013402";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.329905])";"30";"turtle2";"1726388253.657101104";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.349687])";"30";"turtle1";"1726388253.666484539";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.361453])";"30";"turtle2";"1726388253.673281420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.381234])";"30";"turtle1";"1726388253.682457093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.393000])";"30";"turtle2";"1726388253.689173291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.412781])";"30";"turtle1";"1726388253.698446755";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.424548])";"30";"turtle2";"1726388253.705127886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.444329])";"30";"turtle1";"1726388253.714316121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.456095])";"30";"turtle2";"1726388253.721045836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.475876])";"30";"turtle1";"1726388253.731458299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.487642])";"30";"turtle2";"1726388253.737248920";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.507424])";"30";"turtle1";"1726388253.747375765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.519190])";"30";"turtle2";"1726388253.752606315";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.538971])";"30";"turtle1";"1726388253.763318870";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.550737])";"30";"turtle2";"1726388253.768782357";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.570518])";"30";"turtle1";"1726388253.778653398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.582284])";"30";"turtle2";"1726388253.784871407";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.602066])";"30";"turtle1";"1726388253.794492361";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.613832])";"30";"turtle2";"1726388253.801042694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.633613])";"30";"turtle1";"1726388253.810510969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.645379])";"30";"turtle2";"1726388253.817128409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.665161])";"30";"turtle1";"1726388253.826372155";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.676927])";"30";"turtle2";"1726388253.833429072";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.696708])";"30";"turtle1";"1726388253.842892666";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.708474])";"30";"turtle2";"1726388253.848608789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.728255])";"30";"turtle1";"1726388253.859104632";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.740021])";"30";"turtle2";"1726388253.864851745";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.759803])";"30";"turtle1";"1726388253.874714126";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.771569])";"30";"turtle2";"1726388253.880784175";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.791350])";"30";"turtle1";"1726388253.891159976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.803116])";"30";"turtle2";"1726388253.897281512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.822898])";"30";"turtle1";"1726388253.907065640";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.834664])";"30";"turtle2";"1726388253.912806594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.854445])";"30";"turtle1";"1726388253.922572538";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.866211])";"30";"turtle2";"1726388253.929342816";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.885992])";"30";"turtle1";"1726388253.939134122";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.897758])";"30";"turtle2";"1726388253.944851800";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.917540])";"30";"turtle1";"1726388253.955113234";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.005363, y=9.929306])";"30";"turtle2";"1726388253.960664820";"./src/turtle.cpp:update:260"
